household_email	appliance_number	manufacturer_name	model	cooktop_heat_source	dryer_heat_source	oven_type	oven_heat_sources	refrigerator_type	display_size	display_type	resolution	washer_load_type
rparlato@domzoom.com	3	Sursipicator  Group	Bartumax						65	LED	480i	
daquas@plussunin.com	3	Sursipicator  Group	Cipvenadicator						80	LED	480i	
mmulqueen@hottechi.com	3	Sursipicator  Group	Emmunax						65	LED	1080i	
hdrymon@codehow.com	3	Sursipicator  Group	Qwitinistor						45	LED	1080i	
cwalthall@hottechi.com	3	Sursipicator  Group	Rewerover						40	LED	2160p (4K)	
nriden@ganjaflex.com	3	Surtanegower	Doprobazz		none							
spatak@golddex.com	3	Surtanegower	Hapcadimower		none							
lbeech@dambase.com	3	Surtanegower	Tupjubefax		electric							
hlukasik@j-texon.com	3	Surtanegower	Vartinistor		gas							
avinning@faxquote.com	3	Surtanegower	Wineronistor		none							
cbruschke@ontomedia.com	3	Surtanover Direct Group			none							
tcalvaresi@kinnamplus.com	3	Surtanover Direct Group			none							
dcloney@plussunin.com	3	Surtanover Direct Group	Lomtumopover		none							
mcronauer@konex.com	3	Surtanover Direct Group	Suppebazz		electric							
gcandlish@yearin.com	3	Surtanover Direct Group	Truzapaquover		none							
gpontoriero@sumace.com	3	Surtanover Direct Group	Tupquestopentor		electric							
mroyster@kan-code.com	3	Surtinazz  Inc			none							
ftheodorov@opentech.com	3	Surtinazz  Inc	Kliweraquax		none							
lgellinger@treequote.com	3	Surtinazz  Inc	Trukilin		gas							
jkarpin@hottechi.com	3	Surwerantor International Company	Cipfropexex	electric		conventional	gas;electric					
bwrinkles@ganjaflex.com	3	Surwerantor International Company	Klitinistor	induction								
vmccullan@dalttechnology.com	3	Surwerantor International Company	Mondudexin	gas		conventional	microwave;gas					
rjulia@hottechi.com	3	Surwerantor International Company	Surtinover	gas		convection	gas;microwave					
jhalter@plusstrip.com	3	Surwerantor International Company	Thruglibentor	gas								
blinahan@silis.com	3	Surwerpower WorldWide Group			none							
nahle@yearin.com	3	Surwerpower WorldWide Group	Adquestanistor		gas							
nkiel@betatech.com	3	Surwerpower WorldWide Group	Rapsapegan		gas							
lklang@scotfind.com	3	Surwerpower WorldWide Group	Rebanackover		none							
lkoppinger@mathtouch.com	3	Surwerpower WorldWide Group	Rebanicator		electric							
jbennick@zencorporation.com	3	Surwerpower WorldWide Group	Upcadazz		electric							
jferrario@groovestreet.com	3	Surzapar WorldWide	Adpickinazz	electric		conventional	gas					
aogg@kan-code.com	3	Surzapar WorldWide	Endcadazz	electric		conventional	electric;microwave					
pbuemi@groovestreet.com	3	Surzapar WorldWide	Monerex			conventional	gas					
jgiguere@warephase.com	3	Surzapar WorldWide	Rapwerex			conventional	microwave;gas;electric					
hcastros@dalttechnology.com	3	Surzapar WorldWide	Truzapaquar			conventional	microwave					
fshealy@ganjaflex.com	3	Surzapar WorldWide	Unnipackentor	induction		conventional	microwave;electric					
dsaylors@dontechi.com	3	Surzapax			gas							
jcorrio@year-job.com	3	Surzapax			gas							
awrinkles@streethex.com	3	Surzapax	Hapcadimower		electric							
mtomasulo@finhigh.com	3	Surzapax	Intinepazz		electric							
avillanueva@green-plus.com	3	Surzapax	Kliglibazz		gas							
brodeigues@cancity.com	3	Surzapax	Rerobar		gas							
rvizarro@finjob.com	3	Surzapax	Truzapaquover		gas							
jdegroot@streethex.com	3	Surzapax	Uprobiman		none							
crantanen@labdrill.com	3	Surzapefax WorldWide	Tuprobedan	induction								
conofrio@treequote.com	3	Thrucadantor WorldWide	Haptumar			conventional	microwave;electric					
kdorshorst@rangreen.com	3	Thrucadantor WorldWide	Monroban			conventional	microwave					
lkippley@iselectrics.com	3	Thrucadantor WorldWide	Supvenefazz			conventional	electric;gas;microwave					
dslayton@kinnamplus.com	3	Thrucadantor WorldWide	Trujubex			convection	gas;electric;microwave					
jrochin@scottech.com	3	Thrucadantor WorldWide	Varhupan	radiant electric		conventional	gas;microwave					
pcolla@kinnamplus.com	3	Thrucadedor Direct	Endtinanar						65	LED	1080i	
scousey@openlane.com	3	Thrucadedor Direct	Haptanex						75	LED	2160p (4K)	
nkohnert@zumgoity.com	3	Thrucadedor Direct	Klibanazz						85	LED	480i	
cslayton@ron-tech.com	3	Thrucadedor Direct	Rapdimplantor						25	LED	4320p (8K)	
jahle@bioholding.com	3	Thrucadedor Direct	Supjubamover						40	LCD	2160p (4K)	
rgellinger@zathunicon.com	3	Thrucadedor Direct	Surtanin						65	LCD	2160p (4K)	
sdrymon@yearin.com	3	Thrucadedor Direct	Tiptanackar						50	DLP	2160p (4K)	
rperigo@scotfind.com	3	Thrucadedor Direct	Truhupazz						45	LED	4320p (8K)	
tsawchuk@plussunin.com	3	Thrucadedor Direct	Uphupommentor						75	plasma	2160p (4K)	
mboord@bioholding.com	3	Thrududover Direct Company	Endvenefover					upright freezer				
gsarbacher@toughzap.com	3	Thrududover Direct Company	Surpickantor					french door				
mgehrett@bioplex.com	3	Thrududover Direct Company	Undimican					chest freezer				
jvarriano@gogozoom.com	3	Thrududover Direct Company	Unpickantor					top freezer				
hmaynerich@gogozoom.com	3	Thruglibonazz International Group			gas							
gdorshorst@zotware.com	3	Thruglibonazz International Group			none							
vwieser@ron-tech.com	3	Thruglibonazz International Group	Monglibedgantor		gas							
mdickerson@konmatfix.com	3	Thruglibonazz International Group	Supdudicator		electric							
jrantanen@konex.com	3	Thruglibonazz International Group	Varbanollax		none							
mtillotson@newex.com	3	Thrujubepazz International Company						upright freezer				
xmoyd@codehow.com	3	Thrujubepazz International Company	Lompickex					side-by-side				
gbaltimore@stanredtax.com	3	Thrujubepazz International Company	Tupvenicator					french door				
ytegarden@konmatfix.com	3	Thrujubepazz International Company	Unquestupan					upright freezer				
msuffield@cancity.com	3	Thrujubepazz International Company	Varhupentor					chest freezer				
cvenere@zoomit.com	3	Thrujubewex	Adtinentor			convection	microwave;electric					
srim@isdom.com	3	Thrujubewex	Emweronar	electric								
cjayson@zencorporation.com	3	Thrujubewex	Infroponar	induction		conventional	electric					
gaquas@codehow.com	3	Thrujubewex	Monglibepar	radiant electric		conventional	gas					
ebriddick@codehow.com	3	Thrujubewex	Rewerpower			conventional	gas					
rsergi@silis.com	3	Thrujubewex	Upwerpantor	gas		convection	microwave					
trodenberger@lexiqvolax.com	3	Thrujubewex	Varrobeficator			convection	electric;microwave					
bperruzza@dontechi.com	3	Thrujubewex	Varwerpanower	radiant electric								
hlizama@condax.com	3	Thrukilicex	Adpebeficator	gas								
jbatman@groovestreet.com	3	Thrukilicex	Groweran	gas								
lrowling@xx-zobam.com	3	Thrukilicex	Mondimaquover	radiant electric		conventional	microwave					
mcampain@lexiqvolax.com	3	Thrukilicex	Monkilax	radiant electric		conventional	gas;electric;microwave					
fyaw@cancity.com	3	Thrukilicex	Retanicator	gas		conventional	electric;microwave					
pcaldarera@toughzap.com	3	Thrukilicex	Supbanantor			conventional	gas;electric					
tsengbusch@donware.com	3	Thrukilicex	Supwerpover	induction		convection	microwave;electric;gas					
mstuer@labdrill.com	3	Thrukilicex	Tipsapover	induction		conventional	gas;microwave					
dhoogland@lexiqvolax.com	3	Thrumunollover WorldWide			gas							
gfeichtner@nam-zim.com	3	Thrumunollover WorldWide			electric							
dwieser@funholding.com	3	Thrumunollover WorldWide	Parjubupan		gas							
gkeener@konmatfix.com	3	Thrumunollover WorldWide	Rapsapefazz		gas							
rhauenstein@opentech.com	3	Thrumunollover WorldWide	Repebicator		electric							
jsamu@zotware.com	3	Thrumunollover WorldWide	Truzapaquover		electric							
eriden@mathtouch.com	3	Thrumunollover WorldWide	Tuperin		electric							
ahengel@sonron.com	3	Thrunipexentor	Trutumor		electric							
ahollack@finhigh.com	3	Thrunipexentor	Tupquestopentor		gas							
kboulter@bioplex.com	3	Thrupebinan Holdings	Emhupador						50	plasma	2160p (4K)	
hboord@y-corporation.com	3	Thrupebinan Holdings	Frotumilax						70	LED	576i	
xflister@y-corporation.com	3	Thrupebinan Holdings	Partanamover						55	LED	2160p (4K)	
eberray@j-texon.com	3	Thrupebinan Holdings	Qwipebollazz						80	LED	1080p	
sfrancescon@domzoom.com	3	Thrupebinan Holdings	Raprobantor						75	DLP	2160p (4K)	
lwrinkles@hottechi.com	3	Thrupebinan Holdings	Surerefistor						40	plasma	1080i	
cauffrey@ganjaflex.com	3	Thrupebinan Holdings	Trucadackex						40	LED	1080p	
cflister@codehow.com	3	Thrupebonor			none							
alacovara@sonron.com	3	Thrupebonor	Dopmunazz		none							
chiatt@y-corporation.com	3	Thrupebonor	Parquestepicator		electric							
jsuffield@doncon.com	3	Thrupebonor	Rerobar		gas							
ckippley@konex.com	3	Thrupickadicator WorldWide	Trutumplex					upright freezer				
ejillson@scottech.com	3	Thruquestegazz  Company	Cipkilin		none							
akaniecki@statholdings.com	3	Thruquestegazz  Company	Lomglibistor		none							
sswayze@fasehatice.com	3	Thruquestegazz  Company	Parjubupan		gas							
kdhamer@green-plus.com	3	Thruquestistor Holdings Inc						upright freezer				
conofrio@konmatfix.com	3	Thruquestistor Holdings Inc	Qwitumicax					top freezer				
wbrideau@j-texon.com	3	Thruquestistor Holdings Inc	Rapweronantor					french door				
tpoquette@kinnamplus.com	3	Thruquestistor Holdings Inc	Trupebefover					chest freezer				
twaycott@scottech.com	3	Thruquestistor Holdings Inc	Tupwerax					top freezer				
soles@kan-code.com	3	Thruquestistor Holdings Inc	Untanazz					chest freezer				
cshinko@mathtouch.com	3	Thrusapentor WorldWide						chest freezer				
bbowley@goodsilron.com	3	Thrusapentor WorldWide	Trukilegistor					chest freezer				
jsawchuk@treequote.com	3	Thrusipupistor Direct						upright freezer				
lchickering@ontomedia.com	3	Thrusipupistor Direct	Tipquestover					upright freezer				
jgotter@warephase.com	3	Thrusipupistor Direct	Unpickantor					bottom freezer				
kmenter@konmatfix.com	3	Thrutanazz  Company	Monvenover						75	DLP	4320p (8K)	
adenooyer@opentech.com	3	Thrutanazz  Company	Uphupommentor						80	plasma	4320p (8K)	
emclaird@plussunin.com	3	Thrutanower			electric							
gshields@silis.com	3	Thrutanower			electric							
adegroot@toughzap.com	3	Thrutanower	Endpickistor		electric							
gmastella@betatech.com	3	Thrutanower	Frosapistor		gas							
lgwalthney@groovestreet.com	3	Thrutanower	Hapcadimower		electric							
sjuvera@funholding.com	3	Thrutanower	Raptinefar		electric							
bgleich@plusstrip.com	3	Thrutanower	Tupsapistor		electric							
jmorocco@zumgoity.com	3	Thrutinanicator Holdings	Grohupentor		none							
dsayaphon@plussunin.com	3	Thrutinanicator Holdings	Haptinentor		none							
ddickerson@openlane.com	3	Thrutinanicator Holdings	Klieran		electric							
sbartolet@toughzap.com	3	Thrutinanicator Holdings	Parjubupan		none							
weroman@toughzap.com	3	Thrutinanicator Holdings	Qwimunantor		gas							
cfarrow@dambase.com	3	Thrutinanicator Holdings	Tipcadistor		gas							
abrossart@iselectrics.com	3	Thrutinanicator Holdings	Zeebanover		gas							
tmeteer@yearin.com	3	Thrutinanicator Holdings	Zeeglibplentor		none							
bfelger@mathtouch.com	3	Thrutinanicator Holdings	Zeetumanax		none							
ajuhas@rantouch.com	3	Thrutinegin Direct	Ciptumamazz		electric							
wvanausdal@treequote.com	3	Thrutinegin Direct	Thruhupower		electric							
jfrankel@rantouch.com	3	Thrutinegin Direct	Zeepickewantor		gas							
ghalter@stanredtax.com	3	Thrutinepin Holdings Company	Bartinazz						85	LED	1440p	
esetter@cancity.com	3	Thrutinepin Holdings Company	Lomrobedgar						35	LCD	576i	
mcookey@green-plus.com	3	Thrutinepin Holdings Company	Qwieredin						60	LED	1080p	
bcork@iselectrics.com	3	Thrutinepin Holdings Company	Tiptanackar						65	DLP	480i	
sestell@rangreen.com	3	Thrutinepin Holdings Company	Unkilepazz						80	plasma	1080p	
mvinning@opentech.com	3	Thruvenan International							65	LED	576i	
fduenas@kinnamplus.com	3	Thruvenan International	Endsipazz						35	plasma	2160p (4K)	
icoyier@sonron.com	3	Thruvenan International	Thrufroponar						60	LED	2160p (4K)	
dstaback@bioholding.com	3	Thruvenan International	Tuppebar						80	DLP	2160p (4K)	
kkaniecki@betatech.com	3	Thruvenan International	Tuppebar						80	LED	2160p (4K)	
ltillotson@j-texon.com	3	Thruvenan International	Varvenex						75	LCD	4320p (8K)	
hflister@bioplex.com	3	Thruvenimentor WorldWide			gas							
crulapaugh@golddex.com	3	Thruvenimentor WorldWide			electric							
msuffield@zencorporation.com	3	Thruvenimentor WorldWide	Dopdudin		electric							
hcoyier@warephase.com	3	Thruvenimentor WorldWide	Endtumimower		none							
wsuell@finjob.com	3	Thruvenimentor WorldWide	Frosipantor		none							
ntomblin@sunnamplex.com	3	Thruvenimentor WorldWide	Lompebar		gas							
lpoquette@conecom.com	3	Thruvenommazz  Group	Emkilegover					upright freezer				
sogg@stanredtax.com	3	Thruvenommazz  Group	Hapwerimicator					top freezer				
cdevreese@y-corporation.com	3	Thruvenommazz  Group	Tuphupinor					upright freezer				
thalter@xx-zobam.com	3	Thruvenor			electric							
llinahan@funholding.com	3	Thruvenor	Cipcadanex		electric							
tankeny@treequote.com	3	Thruvenor	Rapsapegan		electric							
aglick@isdom.com	3	Thruvenor	Superantor		none							
rragel@j-texon.com	3	Thruvenor	Tipvenicator		electric							
cmunns@xx-holding.com	3	Thruvenor	Truhupinan		electric							
jliukko@treequote.com	3	Thruvenor	Trunipimover		electric							
nlorens@plusstrip.com	3	Thruweraquicator Holdings	Hapmunover						70	LED	1080p	
mcork@iselectrics.com	3	Thruweraquicator Holdings	Infropewor						35	LED	1080p	
vfallick@doncon.com	3	Thruweraquicator Holdings	Thrunipamover						35	LED	2160p (4K)	
vhidvegi@yearin.com	3	Thruweraquicator Holdings	Uphupegantor						80	DLP	2160p (4K)	
mgleich@zumgoity.com	3	Thruwerpicax International Group	Emkilover						45	LCD	1080p	
racuff@cancity.com	3	Thruwerpicax International Group	Hapmunover						30	plasma	1080p	
fmenter@iselectrics.com	3	Thruwerpicax International Group	Kliquestopicator						25	LCD	1080i	
jfortino@betasoloin.com	3	Thruwerpicax International Group	Qwirobantor						55	LED	1440p	
mlipke@bioholding.com	3	Thruwerpicax International Group	Uphupegantor						65	LCD	480i	
abourbon@donquadtech.com	3	Thruwerpicax International Group	Winpebover						65	LED	480i	
vpelkowski@stanredtax.com	3	Thruwerpicax International Group	Winpebover						70	LED	576i	
ahoneywell@finjob.com	3	Tipbanan International						upright freezer				
gstaback@dalttechnology.com	3	Tipbanan International	Frohupover					side-by-side				
awieser@zathunicon.com	3	Tipbanan International	Lomwerador					side-by-side				
askulski@zumgoity.com	3	Tipbanan International	Supquestegistor					upright freezer				
mpoullion@ontomedia.com	3	Tipbanan International	Surhupin					upright freezer				
bcloney@condax.com	3	Tipbanan International	Zeegliban					side-by-side				
cfigeroa@cancity.com	3	Tipbanin International			gas							
rtillotson@toughzap.com	3	Tipbanin International			electric							
tbeech@j-texon.com	3	Tipbanin International	Addudefistor		electric							
emondella@scottech.com	3	Tipbanin International	Emhupaquower		electric							
rspringe@newex.com	3	Tipbanin International	Uneredgex		gas							
chalsey@j-texon.com	3	Tipbanin International	Unglibplax		electric							
dmauson@goodsilron.com	3	Tipdudonan WorldWide	Emweronar	radiant electric		conventional	microwave					
nscriven@dambase.com	3	Tipdudonan WorldWide	Monglibepar	induction								
cjuhas@year-job.com	3	Tipdudonan WorldWide	Parjubollor			convection	microwave;gas					
dchickering@zumgoity.com	3	Tipdudonan WorldWide	Suptanedgentor	electric								
rlietz@mathtouch.com	3	Tipdudonan WorldWide	Tuprobanantor	induction		convection	gas;electric					
dmoyd@plusstrip.com	3	Tiperefex	Endpebamin						75	plasma	2160p (4K)	
wlouissant@streethex.com	3	Tipfropaquin Holdings Company	Recadicentor					chest freezer				
woldroyd@sumace.com	3	Tipfropaquin Holdings Company	Varcadistor					bottom freezer				
hstaback@labdrill.com	3	Tipfropaquin Holdings Company	Vardudantor					upright freezer				
jperruzza@bioplex.com	3	Tipfropilentor Direct Corp.	Bartumax						100	LCD	720p	
rschmaltz@conecom.com	3	Tipfropilentor Direct Corp.	Monvenover						65	LCD	2160p (4K)	
mchickering@goodsilron.com	3	Tipfropilentor Direct Corp.	Supwerpexax						55	plasma	2160p (4K)	
kthreets@plussunin.com	3	Tipfropilentor Direct Corp.	Thrunipamover						60	LED	4320p (8K)	
tmondella@iselectrics.com	3	Tiphupantor WorldWide Inc	Cipdudedgar		gas							
kdiscipio@rundofase.com	3	Tiphupantor WorldWide Inc	Cipweradicator		electric							
lfillingim@doncon.com	3	Tiphupantor WorldWide Inc	Tupsapistor		gas							
bshealy@ontomedia.com	3	Tiphupar WorldWide Group	Endrobonentor						60	LED	1080p	
rpagliuca@gogozoom.com	3	Tiphupar WorldWide Group	Monhupazz						75	LED	1080i	
adilliard@zumgoity.com	3	Tiphupar WorldWide Group	Tiprobower						40	LED	1080i	
tkoppinger@labdrill.com	3	Tiphupar WorldWide Group	Tiprobower						80	LCD	1080p	
mbennick@isdom.com	3	Tiphupar WorldWide Group	Uphupommentor						55	LED	480i	
fmastella@faxquote.com	3	Tipjubepover						bottom freezer				
rcork@groovestreet.com	3	Tipjubepover	Cipvenimower					side-by-side				
lknipp@iselectrics.com	3	Tipjubepover	Lomquestomman					side-by-side				
vbreland@betasoloin.com	3	Tipjubepover	Partumilax					top freezer				
dmotley@rundofase.com	3	Tipjubepover	Upsapewan					top freezer				
mmonarrez@statholdings.com	3	Tipnipover Direct	Cipweradicator		gas							
cangalich@rundofase.com	3	Tipnipover Direct	Insipor		none							
jdegonia@dontechi.com	3	Tipnipover Direct	Requestan		none							
msweigard@warephase.com	3	Tipnipover Direct	Trukilin		gas							
mbergesen@hottechi.com	3	Tipnipover Direct	Varbanollax		gas							
ezurcher@kan-code.com	3	Tipnipover Direct	Varerover		none							
cpadilla@green-plus.com	3	Tippebantor Direct Company			gas							
jlietz@newex.com	3	Tippebantor Direct Company	Addudefistor		none							
rgabisi@y-corporation.com	3	Tippebantor Direct Company	Parjubupan		gas							
